Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID10767,10767,174,1.464,179.274,378.741,0,9,9,4,1,-10921639,110.164,110,98,131,6720,7.548,2.551,0.021,0.593
ID10203,10203,174,1.998,180.068,380.863,0,10,10,4,1,-10921639,110.738,109,100,135,6755,7.541,6.400,0.031,0.889
ID11579,11579,174,1.439,179.183,379.697,0,11,11,4,1,-10921639,108.557,108,98,119,6622,5.025,6.400,0.023,0.973
ID12559,12559,174,1.931,178.903,379.605,0,12,12,4,1,-10921639,110.131,109,101,126,6718,6.125,6.400,0.033,1.134
ID12836,12836,174,1.884,179.090,379.378,0,13,13,4,1,-10921639,109.902,110,99,123,6704,6.155,6.400,0.034,1.187
ID9892,9892,175,2.338,302.455,365.437,0,7,7,4,1,-10921639,113.410,108,92,165,6918,16.709,2.634,0.038,0.492
ID11960,11960,175,17.115,289.242,379.430,0,8,8,4,1,-10921639,184.836,167,99,352,11275,69.764,2.681,0.161,0.735
ID10768,10768,175,17.401,289.614,378.832,0,9,9,4,1,-10921639,182.852,163,102,349,11154,64.535,4.653,0.165,0.803
ID10200,10200,175,16.239,289.696,378.721,0,10,10,4,1,-10921639,180.705,165,101,333,11023,62.068,15.200,0.158,0.796
ID11575,11575,175,16.949,289.287,379.211,0,11,11,4,1,-10921639,187.131,176,106,337,11415,63.200,15.200,0.167,0.848
ID12555,12555,175,16.347,289.150,379.157,0,12,12,4,1,-10921639,182.410,170,107,302,11127,59.893,15.200,0.155,0.817
ID12837,12837,175,16.530,289.145,378.827,0,13,13,4,1,-10921639,181.098,169,104,326,11047,59.540,15.200,0.157,0.826
ID13125,13125,175,15.366,289.310,378.718,0,14,14,4,1,-10921639,176.738,161,101,314,10781,58.435,15.200,0.151,0.793
ID11598,11598,176,14.980,359.414,394.197,0,0,0,4,1,-10921639,174.984,162,115,300,10674,45.814,6.400,0.174,1.130
ID9165,9165,176,20.397,359.853,393.923,0,1,1,4,1,-10921639,197.984,181,111,348,12077,60.514,6.400,0.206,1.117
ID9621,9621,176,17.169,359.431,394.425,0,2,2,4,1,-10921639,181.475,172,104,299,11070,52.405,6.400,0.185,1.084
ID11069,11069,176,13.796,359.532,394.344,0,3,3,4,1,-10921639,171.246,164,111,262,10446,40.338,6.400,0.154,1.131
ID10488,10488,176,10.562,358.751,392.825,0,4,4,4,1,-10921639,159.705,151,112,253,9742,35.560,2.661,0.112,0.901
ID9330,9330,176,15.157,358.863,393.386,0,5,5,4,1,-10921639,171.590,160,107,266,10467,44.836,6.400,0.169,1.105
ID12255,12255,176,17.087,358.200,393.356,0,6,6,4,1,-10921639,177.574,160,100,309,10832,53.914,6.400,0.183,1.021
ID9914,9914,176,16.571,359.033,393.561,0,7,7,4,1,-10921639,181.328,172,115,283,11061,45.614,6.400,0.189,1.265
ID11961,11961,176,1.837,355.766,380.589,0,8,8,4,1,-10921639,109.721,106,95,155,6693,12.291,2.611,0.025,0.439
ID10770,10770,176,2.055,356.104,381.467,0,9,9,4,1,-10921639,109.607,105,91,156,6686,13.245,2.626,0.028,0.448
ID10196,10196,176,11.233,361.419,368.138,0,10,10,4,1,-10921639,138.820,125,100,229,8468,36.440,4.643,0.148,0.984
ID11560,11560,176,10.304,361.604,368.418,0,11,11,4,1,-10921639,137.000,124,99,238,8357,36.503,4.657,0.143,0.940
ID12549,12549,176,10.255,361.870,368.250,0,12,12,4,1,-10921639,136.475,124,99,228,8325,33.818,4.657,0.136,0.966
ID12832,12832,176,12.000,361.941,368.308,0,13,13,4,1,-10921639,143.836,129,98,232,8774,38.246,6.400,0.163,1.052
ID13118,13118,176,11.705,361.701,367.934,0,14,14,4,1,-10921639,144.295,130,103,227,8802,36.005,4.673,0.156,1.079
ID11585,11585,177,1.791,209.233,383.131,0,0,0,4,1,-10921639,106.410,104,95,130,6491,8.046,2.633,0.023,0.588
ID9142,9142,177,1.327,211.180,381.479,0,1,1,4,1,-10921639,105.344,103,96,137,6426,8.064,2.666,0.020,0.519
ID9615,9615,177,1.718,214.285,381.003,0,2,2,4,1,-10921639,106.180,104,96,128,6477,7.647,2.550,0.023,0.636
ID11060,11060,177,1.481,214.617,380.139,0,3,3,4,1,-10921639,105.689,104,96,133,6447,6.672,2.629,0.025,0.766
ID10479,10479,177,1.270,222.042,380.600,0,4,4,4,1,-10921639,105.557,104,96,125,6439,6.604,15.200,0.021,0.652
ID9321,9321,177,1.771,226.089,381.894,0,5,5,4,1,-10921639,107.230,105,96,139,6541,8.243,2.565,0.027,0.686
ID12247,12247,177,1.485,224.577,382.209,0,6,6,4,1,-10921639,106.066,104,95,130,6470,7.556,2.577,0.021,0.590
ID9905,9905,177,1.610,223.649,382.255,0,7,7,4,1,-10921639,106.639,106,96,133,6505,7.690,2.805,0.022,0.596
ID11962,11962,177,1.294,223.906,382.281,0,8,8,4,1,-10921639,105.541,104,95,126,6438,6.270,2.623,0.017,0.551
ID10771,10771,177,1.311,223.146,382.030,0,9,9,4,1,-10921639,106.131,105,97,129,6474,6.081,2.601,0.021,0.716
ID10206,10206,177,1.318,223.932,382.713,0,10,10,4,1,-10921639,106.230,105,97,131,6480,6.773,2.667,0.022,0.682
ID11584,11584,177,1.656,223.779,382.639,0,11,11,4,1,-10921639,107.082,106,98,133,6532,7.577,2.559,0.026,0.712
ID12563,12563,177,1.611,223.545,382.195,0,12,12,4,1,-10921639,106.557,104,97,129,6500,7.352,2.589,0.023,0.661
ID12839,12839,177,1.880,223.775,381.907,0,13,13,4,1,-10921639,106.984,105,94,123,6526,7.006,2.781,0.024,0.706
ID13127,13127,177,1.453,224.816,381.807,0,14,14,4,1,-10921639,106.541,106,97,125,6499,5.743,6.400,0.022,0.783
ID11582,11582,178,12.572,399.285,381.749,0,0,0,4,1,-10921639,147.443,134,107,250,8994,39.083,6.400,0.172,1.105
ID9146,9146,178,19.453,402.140,382.240,0,1,1,4,1,-10921639,170.590,147,104,343,10406,59.912,6.400,0.242,1.110
ID9617,9617,178,25.876,402.046,383.587,0,2,2,4,1,-10921639,191.098,160,105,404,11657,83.283,6.400,0.289,1.029
ID11064,11064,178,26.569,402.046,384.323,0,3,3,4,1,-10921639,191.197,156,104,408,11663,83.893,4.637,0.296,1.040
ID10485,10485,178,26.980,401.704,384.736,0,4,4,4,1,-10921639,195.361,164,103,405,11917,83.695,6.400,0.304,1.089
ID9326,9326,178,25.885,400.963,385.127,0,5,5,4,1,-10921639,190.738,158,110,396,11635,80.381,4.641,0.294,1.078
ID12251,12251,178,30.982,400.714,385.124,0,6,6,4,1,-10921639,207.311,175,104,450,12646,96.269,4.631,0.329,1.067
ID9907,9907,178,34.678,402.929,384.068,0,7,7,4,1,-10921639,216.098,177,104,468,13182,105.021,4.655,0.347,1.059
ID11963,11963,178,35.471,404.223,382.199,0,8,8,4,1,-10921639,222.115,184,104,521,13549,111.876,6.400,0.357,1.045
ID10772,10772,178,35.848,405.067,382.292,0,9,9,4,1,-10921639,222.197,183,105,482,13554,108.731,6.400,0.356,1.073
ID10201,10201,178,1.686,393.641,379.393,0,10,10,4,1,-10921639,111.098,111,98,124,6777,5.744,4.703,0.027,1.026
ID11586,11586,178,2.125,395.266,383.188,0,11,11,4,1,-10921639,113.984,111,102,142,6953,8.541,6.400,0.037,0.961
ID12566,12566,178,4.343,397.295,385.062,0,12,12,4,1,-10921639,125.705,121,102,170,7668,18.080,6.400,0.064,0.842
ID12840,12840,178,34.453,404.601,381.612,0,13,13,4,1,-10921639,226.016,184,107,483,13787,104.664,6.400,0.342,1.100
ID13126,13126,178,24.374,404.436,381.409,0,14,14,4,1,-10921639,184.721,156,102,426,11268,85.297,2.595,0.261,0.896
ID11583,11583,179,38.898,189.124,383.267,0,0,0,4,1,-10921639,227.049,170,108,593,13850,129.094,4.615,0.361,0.934
ID9148,9148,179,34.207,190.002,383.986,0,1,1,4,1,-10921639,223.738,178,108,588,13648,119.613,2.577,0.351,0.972
ID9616,9616,179,33.493,188.794,384.499,0,2,2,4,1,-10921639,213.869,161,109,551,13046,119.150,2.707,0.335,0.901
ID11063,11063,179,30.491,189.073,384.322,0,3,3,4,1,-10921639,204.213,156,102,507,12457,102.878,4.646,0.318,0.957
ID10480,10480,179,36.839,187.099,381.972,0,4,4,4,1,-10921639,224.000,161,112,556,13664,125.977,2.687,0.355,0.932
ID9320,9320,179,35.019,186.600,382.270,0,5,5,4,1,-10921639,219.770,186,108,523,13406,112.800,6.400,0.343,0.996
ID12246,12246,179,32.942,186.546,381.903,0,6,6,4,1,-10921639,214.262,159,104,521,13070,114.657,2.694,0.331,0.930
ID9904,9904,179,34.488,186.381,382.411,0,7,7,4,1,-10921639,218.754,174,105,564,13344,123.978,2.596,0.344,0.903
ID11964,11964,179,36.601,186.388,382.927,0,8,8,4,1,-10921639,226.262,179,106,522,13802,118.267,4.624,0.354,1.000
ID10777,10777,179,34.871,189.951,386.235,0,9,9,4,1,-10921639,223.262,181,111,509,13619,106.098,4.645,0.347,1.085
ID10209,10209,179,32.882,190.956,387.753,0,10,10,4,1,-10921639,218.557,189,112,487,13332,101.650,4.652,0.333,1.075
ID11590,11590,179,32.415,190.444,387.286,0,11,11,4,1,-10921639,215.672,182,110,452,13156,99.129,6.400,0.330,1.080
ID12568,12568,179,32.263,190.718,387.342,0,12,12,4,1,-10921639,216.279,191,108,469,13193,100.389,6.400,0.325,1.057
ID12843,12843,179,32.415,190.277,387.526,0,13,13,4,1,-10921639,213.770,172,103,484,13040,103.921,6.400,0.321,1.001
ID13129,13129,179,32.151,189.065,386.027,0,14,14,4,1,-10921639,212.574,178,113,489,12967,96.492,4.625,0.326,1.083
ID11563,11563,180,2.116,134.499,373.418,0,0,0,4,1,-10921639,110.475,108,97,136,6739,9.139,6.400,0.032,0.746
ID9125,9125,180,2.441,136.371,374.034,0,1,1,4,1,-10921639,111.393,108,97,143,6795,9.851,2.707,0.035,0.758
ID9598,9598,180,2.448,136.088,369.412,0,2,2,4,1,-10921639,110.623,108,98,129,6748,8.823,4.695,0.034,0.830
ID11054,11054,180,1.106,142.814,370.761,0,3,3,4,1,-10921639,107.148,105,90,126,6536,6.663,15.200,0.012,0.394
ID10475,10475,180,1.414,144.416,372.195,0,4,4,4,1,-10921639,107.115,106,96,136,6534,7.003,6.400,0.021,0.630
ID9317,9317,180,1.153,144.284,373.914,0,5,5,4,1,-10921639,106.574,106,96,124,6501,5.527,15.200,0.017,0.652
ID12242,12242,180,1.532,144.388,375.901,0,6,6,4,1,-10921639,107.770,106,99,125,6574,6.176,4.643,0.022,0.767
ID9901,9901,180,1.321,150.322,375.714,0,7,7,4,1,-10921639,105.672,105,96,123,6446,5.879,15.200,0.021,0.734
ID11965,11965,180,1.488,154.567,383.523,0,8,8,4,1,-10921639,107.328,106,95,124,6547,6.068,6.400,0.024,0.822
ID10775,10775,180,1.834,154.575,384.704,0,9,9,4,1,-10921639,107.836,106,98,131,6578,7.230,6.400,0.029,0.841
ID10204,10204,180,1.181,152.482,382.199,0,10,10,4,1,-10921639,108.721,106,97,141,6632,10.404,2.673,0.017,0.358
ID11568,11568,180,1.503,149.698,374.340,0,11,11,4,1,-10921639,108.295,108,98,123,6606,5.530,6.400,0.022,0.860
ID12551,12551,180,1.422,150.204,374.034,0,12,12,4,1,-10921639,105.967,106,95,119,6464,5.190,2.598,0.020,0.803
ID12834,12834,180,1.366,150.829,374.474,0,13,13,4,1,-10921639,106.475,107,99,119,6495,4.552,8.271,0.024,1.084
ID13121,13121,180,1.413,150.448,373.365,0,14,14,4,1,-10921639,106.787,106,95,124,6514,5.648,6.400,0.025,0.932
ID11580,11580,181,19.843,150.654,381.976,0,0,0,4,1,-10921639,170.115,151,100,331,10377,60.767,6.400,0.241,1.089
ID9144,9144,181,18.904,149.863,381.956,0,1,1,4,1,-10921639,167.475,144,105,302,10216,57.860,4.663,0.216,1.028
ID9613,9613,181,19.619,150.140,381.063,0,2,2,4,1,-10921639,168.574,140,105,316,10283,59.990,4.646,0.236,1.074
ID11061,11061,181,17.500,149.455,380.989,0,3,3,4,1,-10921639,166.705,141,101,322,10169,57.074,6.400,0.230,1.091
ID10482,10482,181,16.128,152.330,383.754,0,4,4,4,1,-10921639,161.246,142,102,296,9836,50.381,6.400,0.216,1.135
ID9327,9327,181,20.381,155.091,387.059,0,5,5,4,1,-10921639,170.230,150,104,303,10384,58.208,6.400,0.243,1.144
ID12252,12252,181,17.898,160.368,386.859,0,6,6,4,1,-10921639,163.459,142,102,325,9971,57.213,6.400,0.224,1.044
ID9909,9909,181,16.649,162.889,385.872,0,7,7,4,1,-10921639,159.820,143,102,287,9749,51.731,6.400,0.206,1.054
ID11966,11966,181,11.569,168.340,383.993,0,8,8,4,1,-10921639,142.902,130,102,229,8717,34.912,6.400,0.159,1.120
ID10773,10773,181,10.688,170.239,383.506,0,9,9,4,1,-10921639,139.311,128,97,239,8498,35.054,4.645,0.147,1.020
ID10207,10207,181,13.446,161.637,385.401,0,10,10,4,1,-10921639,149.689,130,99,257,9131,44.154,6.400,0.177,1.021
ID11623,11623,181,15.465,163.553,398.144,0,11,11,4,1,-10921639,156.164,137,101,272,9526,48.080,4.642,0.201,1.088
ID12572,12572,181,13.132,162.494,394.025,0,12,12,4,1,-10921639,149.820,133,99,274,9139,42.619,6.400,0.181,1.079
ID12845,12845,181,11.800,162.298,390.019,0,13,13,4,1,-10921639,143.328,133,103,229,8743,36.622,6.400,0.162,1.090
ID13133,13133,181,10.289,162.165,391.679,0,14,14,4,1,-10921639,139.623,132,101,235,8517,32.135,6.400,0.152,1.148
ID11589,11589,182,1.128,331.208,384.539,0,0,0,4,1,-10921639,105.164,104,98,118,6415,4.691,4.739,0.016,0.696
ID9136,9136,182,3.625,328.998,375.594,0,1,1,4,1,-10921639,113.541,108,97,172,6926,16.090,2.626,0.050,0.674
ID9611,9611,182,3.434,326.418,380.005,0,2,2,4,1,-10921639,114.836,110,98,161,7005,14.759,2.695,0.049,0.733
ID10468,10468,182,1.991,343.210,367.710,0,4,4,4,1,-10921639,108.951,106,96,149,6646,9.330,2.624,0.028,0.639
ID9313,9313,182,1.553,340.335,370.119,0,5,5,4,1,-10921639,107.820,106,98,140,6577,7.848,2.676,0.023,0.625
ID12245,12245,182,1.502,332.551,376.052,0,6,6,4,1,-10921639,106.951,105,94,131,6524,8.092,15.200,0.016,0.411
ID9903,9903,182,1.818,328.814,379.215,0,7,7,4,1,-10921639,108.197,106,96,134,6600,8.664,2.593,0.021,0.525
ID11967,11967,182,3.666,321.790,383.980,0,8,8,4,1,-10921639,113.705,107,98,166,6936,17.027,2.594,0.052,0.655
ID10774,10774,182,4.215,339.990,383.664,0,9,9,4,1,-10921639,116.344,112,96,164,7097,14.750,4.646,0.063,0.929
ID11574,11574,183,23.182,288.962,378.736,0,0,0,4,1,-10921639,187.787,165,102,383,11455,78.595,6.400,0.253,0.964
ID9138,9138,183,22.175,288.879,378.827,0,1,1,4,1,-10921639,184.754,165,106,373,11270,72.121,6.400,0.246,1.011
ID9610,9610,183,20.150,288.944,378.555,0,2,2,4,1,-10921639,183.344,158,106,354,11184,71.911,4.664,0.217,0.908
ID11062,11062,183,29.046,293.825,381.146,0,3,3,4,1,-10921639,223.967,199,111,472,13662,96.897,2.718,0.272,0.989
ID10483,10483,183,27.591,289.800,383.559,0,4,4,4,1,-10921639,220.869,190,110,439,13473,87.168,4.657,0.264,1.059
ID9325,9325,183,29.055,287.006,384.977,0,5,5,4,1,-10921639,218.393,187,109,468,13322,90.832,4.631,0.271,1.024
ID12249,12249,183,28.090,286.976,384.574,0,6,6,4,1,-10921639,214.246,182,110,434,13069,92.328,4.659,0.263,0.966
ID9908,9908,183,27.297,286.624,384.692,0,7,7,4,1,-10921639,214.508,190,107,425,13085,88.910,4.655,0.261,1.000
ID11968,11968,183,27.312,286.876,384.714,0,8,8,4,1,-10921639,206.475,171,107,430,12595,90.122,4.622,0.250,0.918
ID10776,10776,183,26.356,286.779,384.807,0,9,9,4,1,-10921639,203.721,171,103,424,12427,90.201,4.651,0.246,0.892
ID10208,10208,183,26.448,286.819,384.796,0,10,10,4,1,-10921639,201.230,168,110,410,12275,86.231,4.648,0.244,0.915
ID11588,11588,183,25.666,286.984,384.475,0,11,11,4,1,-10921639,210.033,185,102,436,12812,82.432,6.400,0.256,1.038
ID12564,12564,183,25.840,286.946,384.533,0,12,12,4,1,-10921639,203.377,171,101,430,12406,86.926,4.650,0.251,0.938
ID12841,12841,183,24.153,286.573,384.673,0,13,13,4,1,-10921639,201.311,185,105,415,12280,82.911,4.613,0.241,0.943
ID13128,13128,183,24.001,286.726,384.846,0,14,14,4,1,-10921639,196.098,166,106,403,11962,79.527,4.644,0.239,0.951
ID11595,11595,184,1.694,472.211,391.506,0,0,0,4,1,-10921639,109.164,106,101,138,6659,8.794,2.652,0.026,0.621
ID9153,9153,184,1.669,472.112,391.108,0,1,1,4,1,-10921639,107.574,105,95,136,6562,9.181,2.877,0.021,0.488
ID9620,9620,184,1.943,471.875,390.876,0,2,2,4,1,-10921639,108.820,106,96,136,6638,9.433,2.555,0.025,0.563
ID11066,11066,184,1.842,472.173,390.188,0,3,3,4,1,-10921639,108.475,106,93,137,6617,9.115,2.622,0.023,0.534
ID10487,10487,184,1.338,471.994,390.890,0,4,4,4,1,-10921639,107.934,106,96,140,6584,9.293,2.460,0.023,0.525
ID9328,9328,184,1.586,472.537,389.129,0,5,5,4,1,-10921639,107.885,106,95,138,6581,7.750,2.561,0.024,0.660
ID12254,12254,184,1.648,473.739,390.946,0,6,6,4,1,-10921639,108.033,106,96,132,6590,7.950,2.599,0.023,0.615
ID9912,9912,184,2.186,475.006,391.647,0,7,7,4,1,-10921639,109.148,106,96,141,6658,10.271,6.400,0.030,0.617
ID11969,11969,184,2.008,475.152,388.191,0,8,8,4,1,-10921639,108.393,105,93,136,6612,9.905,2.850,0.026,0.545
ID10778,10778,184,1.417,474.887,387.872,0,9,9,4,1,-10921639,107.131,105,98,131,6535,7.030,14.272,0.018,0.527
ID10210,10210,184,1.359,474.858,388.882,0,10,10,4,1,-10921639,107.033,105,98,140,6529,7.605,2.620,0.018,0.505
ID11594,11594,184,1.459,474.289,389.187,0,11,11,4,1,-10921639,107.426,104,97,137,6553,8.951,2.665,0.023,0.548
ID12571,12571,184,1.017,474.748,389.305,0,12,12,4,1,-10921639,106.213,105,94,134,6479,7.125,2.540,0.015,0.450
ID12844,12844,184,1.739,474.767,388.962,0,13,13,4,1,-10921639,107.098,105,95,133,6533,8.221,2.589,0.022,0.568
ID13132,13132,184,1.501,474.828,389.412,0,14,14,4,1,-10921639,107.230,105,96,134,6541,7.568,2.632,0.020,0.563
ID11593,11593,185,11.531,366.444,391.269,0,0,0,4,1,-10921639,174.197,173,130,240,10626,25.332,6.400,0.151,1.809
ID9151,9151,185,7.530,366.150,391.055,0,1,1,4,1,-10921639,161.410,163,119,206,9846,20.212,6.400,0.098,1.429
ID9619,9619,185,10.305,367.258,390.923,0,2,2,4,1,-10921639,165.590,165,116,216,10101,22.687,6.400,0.137,1.764
ID11067,11067,185,9.962,367.388,390.909,0,3,3,4,1,-10921639,163.656,166,118,211,9983,21.316,6.400,0.139,1.878
ID10486,10486,185,12.087,366.047,391.419,0,4,4,4,1,-10921639,170.000,166,108,243,10370,30.174,6.400,0.156,1.520
ID9329,9329,185,8.802,366.208,391.043,0,5,5,4,1,-10921639,156.557,155,108,200,9550,20.642,6.400,0.114,1.549
ID12253,12253,185,12.250,366.652,390.827,0,6,6,4,1,-10921639,163.836,164,105,241,9994,35.803,6.400,0.148,1.182
ID9911,9911,185,7.225,367.061,391.065,0,7,7,4,1,-10921639,149.492,148,102,200,9119,22.617,6.400,0.095,1.148
ID11970,11970,185,6.593,366.679,390.278,0,8,8,4,1,-10921639,152.689,156,109,190,9314,22.986,6.400,0.078,0.967
ID10780,10780,185,6.473,365.729,390.751,0,9,9,4,1,-10921639,150.279,153,104,192,9167,19.913,6.400,0.081,1.133
ID11561,11561,186,2.694,197.213,372.221,0,0,0,4,1,-10921639,111.230,108,98,147,6785,10.632,2.575,0.041,0.819
ID9124,9124,186,2.522,196.660,373.314,0,1,1,4,1,-10921639,111.361,109,97,148,6793,11.453,2.524,0.040,0.750
ID9606,9606,186,2.416,195.407,373.629,0,2,2,4,1,-10921639,111.180,108,96,148,6782,11.192,2.578,0.038,0.736
ID11056,11056,186,2.124,194.106,373.825,0,3,3,4,1,-10921639,110.475,107,94,144,6739,10.709,2.554,0.030,0.596
ID10476,10476,186,1.585,193.260,373.414,0,4,4,4,1,-10921639,110.148,107,96,145,6719,12.087,6.400,0.029,0.518
ID9319,9319,186,1.245,194.725,374.786,0,5,5,4,1,-10921639,108.590,106,97,135,6624,9.351,3.417,0.023,0.523
ID12244,12244,186,1.028,195.754,376.384,0,6,6,4,1,-10921639,108.000,106,95,132,6588,8.622,6.400,0.024,0.587
ID9913,9913,186,3.569,198.774,392.506,0,7,7,4,1,-10921639,116.131,110,100,164,7084,15.965,2.596,0.051,0.705
ID11971,11971,186,3.245,197.863,393.205,0,8,8,4,1,-10921639,113.492,108,98,157,6923,13.357,2.555,0.043,0.698
ID10781,10781,186,3.422,198.026,393.944,0,9,9,4,1,-10921639,116.082,112,97,153,7081,14.794,2.679,0.051,0.760
ID10212,10212,186,2.153,198.344,394.647,0,10,10,4,1,-10921639,115.721,110,99,169,7059,15.962,2.654,0.029,0.404
ID11597,11597,186,1.200,198.449,393.742,0,11,11,4,1,-10921639,111.951,107,99,145,6829,11.615,2.798,0.016,0.311
ID9323,9323,187,1.308,313.853,383.805,0,5,5,4,1,-10921639,108.213,105,94,133,6601,7.548,8.574,0.021,0.583
ID12250,12250,187,1.073,308.931,385.099,0,6,6,4,1,-10921639,105.000,103,93,129,6405,6.863,2.760,0.015,0.440
ID9910,9910,187,1.481,307.286,386.987,0,7,7,4,1,-10921639,105.557,103,93,130,6439,7.168,2.527,0.021,0.603
ID11972,11972,187,5.251,307.428,392.893,0,8,8,4,1,-10921639,119.131,112,95,164,7267,18.882,4.656,0.070,0.831
ID10779,10779,187,5.768,315.232,389.671,0,9,9,4,1,-10921639,122.180,118,98,178,7453,20.356,6.400,0.085,0.939
ID10213,10213,187,1.297,302.774,395.283,0,10,10,4,1,-10921639,104.836,103,97,128,6395,6.527,2.577,0.017,0.533
ID11621,11621,187,1.025,303.469,394.090,0,11,11,4,1,-10921639,104.984,103,95,127,6404,6.554,2.607,0.013,0.422
ID12574,12574,187,1.147,302.809,394.963,0,12,12,4,1,-10921639,105.492,103,97,136,6435,7.604,2.526,0.016,0.426
ID11611,11611,188,16.193,370.836,413.930,0,0,0,4,1,-10921639,158.525,134,108,278,9670,50.859,4.643,0.201,1.045
ID9187,9187,188,16.369,370.345,412.363,0,1,1,4,1,-10921639,160.131,139,104,298,9768,51.132,6.400,0.201,1.048
ID9633,9633,188,17.018,372.681,415.323,0,2,2,4,1,-10921639,161.295,138,103,322,9839,59.921,2.664,0.211,0.936
ID11083,11083,188,16.082,372.517,414.600,0,3,3,4,1,-10921639,159.951,142,106,289,9757,51.871,6.400,0.206,1.053
ID10496,10496,188,13.260,370.164,405.933,0,4,4,4,1,-10921639,155.902,146,102,254,9510,40.581,6.400,0.168,1.107
ID9336,9336,188,15.332,369.347,403.420,0,5,5,4,1,-10921639,164.689,150,100,280,10046,50.510,6.400,0.178,0.983
ID12263,12263,188,11.457,369.965,403.688,0,6,6,4,1,-10921639,151.410,139,101,246,9236,38.450,4.637,0.133,0.924
ID9918,9918,188,12.476,368.462,402.964,0,7,7,4,1,-10921639,159.557,145,105,265,9733,43.234,6.400,0.159,1.015
ID11973,11973,188,24.574,359.382,393.784,0,8,8,4,1,-10921639,204.787,184,114,369,12492,73.159,6.400,0.260,1.154
ID10782,10782,188,15.984,358.430,393.555,0,9,9,4,1,-10921639,173.033,157,112,281,10555,48.847,6.400,0.190,1.131
ID10211,10211,188,35.158,361.616,393.682,0,10,10,4,1,-10921639,252.738,221,118,484,15417,99.030,6.400,0.331,1.270
ID11596,11596,188,46.953,363.517,390.175,0,11,11,4,1,-10921639,292.590,248,137,570,17848,122.878,6.400,0.398,1.357
ID12569,12569,188,53.119,363.245,389.078,0,12,12,4,1,-10921639,315.475,274,135,650,19244,139.613,6.400,0.411,1.316
ID12846,12846,188,45.764,363.198,390.020,0,13,13,4,1,-10921639,290.115,249,134,610,17697,123.890,6.400,0.387,1.306
ID13131,13131,188,36.381,362.903,389.182,0,14,14,4,1,-10921639,254.656,228,116,529,15534,105.273,6.400,0.327,1.192
ID11591,11591,189,1.686,314.269,387.079,0,0,0,4,1,-10921639,106.689,105,94,130,6508,6.729,2.918,0.024,0.739
ID9150,9150,189,1.116,315.432,386.304,0,1,1,4,1,-10921639,105.213,104,96,132,6418,6.952,2.571,0.014,0.425
ID9618,9618,189,1.303,314.710,386.514,0,2,2,4,1,-10921639,105.590,104,97,127,6441,6.430,2.571,0.018,0.587
ID11065,11065,189,2.693,320.502,387.401,0,3,3,4,1,-10921639,112.852,108,97,157,6884,13.498,2.590,0.036,0.575
ID10484,10484,189,5.778,323.007,384.798,0,4,4,4,1,-10921639,125.295,119,98,180,7643,19.987,6.400,0.086,0.991
ID9322,9322,189,2.946,322.618,383.374,0,5,5,4,1,-10921639,113.295,108,97,168,6911,15.003,2.607,0.041,0.590
ID12248,12248,189,2.996,323.704,381.537,0,6,6,4,1,-10921639,113.377,110,94,166,6916,15.224,2.623,0.042,0.595
ID9906,9906,189,3.877,321.810,383.877,0,7,7,4,1,-10921639,115.738,111,98,168,7060,16.810,2.632,0.056,0.735
ID11974,11974,189,3.747,321.284,395.410,0,8,8,4,1,-10921639,117.541,114,98,154,7170,12.545,13.676,0.049,0.882
ID10783,10783,189,1.245,323.454,398.255,0,9,9,4,1,-10921639,106.459,105,97,124,6494,5.697,15.200,0.019,0.708
ID10214,10214,189,1.510,323.003,398.849,0,10,10,4,1,-10921639,107.180,105,97,131,6538,7.184,2.672,0.021,0.605
ID11626,11626,189,1.544,322.460,399.006,0,11,11,4,1,-10921639,106.967,105,98,129,6525,6.570,14.572,0.023,0.743
ID12576,12576,189,1.733,323.157,399.016,0,12,12,4,1,-10921639,107.344,105,97,132,6548,7.418,2.614,0.027,0.753
ID12847,12847,189,1.683,323.182,399.620,0,13,13,4,1,-10921639,106.738,104,98,129,6511,7.073,2.621,0.023,0.675
ID13136,13136,189,1.603,322.972,399.783,0,14,14,4,1,-10921639,107.557,106,95,130,6561,7.602,2.693,0.027,0.742
ID11600,11600,190,2.153,321.587,397.751,0,0,0,4,1,-10921639,108.262,107,92,129,6604,8.334,4.721,0.030,0.759
ID9167,9167,190,1.903,322.142,395.251,0,1,1,4,1,-10921639,108.016,105,98,139,6589,8.490,2.547,0.031,0.762
ID9623,9623,190,2.057,321.976,395.657,0,2,2,4,1,-10921639,108.016,106,99,131,6589,7.249,3.079,0.030,0.871
ID11070,11070,190,1.781,322.509,397.011,0,3,3,4,1,-10921639,108.426,106,95,132,6614,7.934,4.694,0.025,0.673
ID10489,10489,190,1.983,322.449,397.136,0,4,4,4,1,-10921639,108.082,105,97,130,6593,7.471,12.791,0.032,0.887
ID9331,9331,190,3.694,320.838,393.849,0,5,5,4,1,-10921639,117.459,114,99,154,7165,13.377,6.400,0.063,1.047
ID12256,12256,190,4.113,321.354,395.167,0,6,6,4,1,-10921639,116.738,112,99,153,7121,14.182,4.665,0.064,0.988
