Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID12077,12077,16,10.880,380.578,183.370,0,6,6,4,1,-10921639,165.902,161,102,296,10120,47.330,14.458,0.089,0.570
ID9740,9740,16,15.415,379.723,181.822,0,7,7,4,1,-10921639,164.443,155,97,282,10031,50.273,6.400,0.176,0.979
ID11793,11793,16,15.967,379.047,181.385,0,8,8,4,1,-10921639,161.508,147,105,270,9852,47.955,6.400,0.201,1.125
ID10604,10604,16,12.724,375.184,177.795,0,9,9,4,1,-10921639,153.131,139,102,271,9341,47.144,4.663,0.127,0.730
ID10028,10028,16,14.227,373.666,179.688,0,10,10,4,1,-10921639,156.639,139,103,280,9555,48.322,6.400,0.177,0.973
ID11230,11230,16,1.685,377.227,186.521,0,11,11,4,1,-10921639,121.525,117,98,185,7413,20.256,2.603,-0.022,-0.271
ID12367,12367,16,1.005,376.502,188.078,0,12,12,4,1,-10921639,119.049,114,99,176,7262,17.945,15.200,-0.009,-0.120
ID12615,12615,16,3.094,376.747,189.053,0,13,13,4,1,-10921639,119.607,113,98,174,7296,19.004,4.625,0.018,0.221
ID12954,12954,16,3.840,375.830,190.690,0,14,14,4,1,-10921639,119.213,114,97,175,7272,17.979,2.634,0.047,0.592
ID11213,11213,17,40.497,494.172,186.524,0,0,0,4,1,-10921639,252.049,234,116,458,15375,103.555,6.400,0.395,1.380
ID8840,8840,17,39.732,494.169,186.304,0,1,1,4,1,-10921639,250.311,235,120,469,15269,101.971,6.400,0.392,1.383
ID9400,9400,17,39.140,492.548,185.823,0,2,2,4,1,-10921639,249.623,229,113,478,15227,101.393,6.400,0.388,1.376
ID10890,10890,17,40.770,491.615,185.347,0,3,3,4,1,-10921639,251.197,213,110,459,15323,104.128,6.400,0.390,1.353
ID10311,10311,17,37.820,490.161,185.341,0,4,4,4,1,-10921639,239.787,217,108,448,14627,97.012,6.400,0.375,1.349
ID8906,8906,17,37.406,488.285,185.067,0,5,5,4,1,-10921639,239.705,210,107,448,14622,98.923,6.400,0.374,1.318
ID12075,12075,17,36.580,479.765,181.152,0,6,6,4,1,-10921639,240.000,219,117,443,14640,93.893,6.400,0.375,1.395
ID9739,9739,17,38.358,478.795,181.212,0,7,7,4,1,-10921639,244.148,229,119,449,14893,95.722,6.400,0.382,1.410
ID11794,11794,17,36.031,473.039,180.596,0,8,8,4,1,-10921639,237.574,203,108,441,14492,91.582,6.400,0.369,1.398
ID10605,10605,17,35.567,470.687,177.800,0,9,9,4,1,-10921639,232.902,206,114,418,14207,90.799,6.400,0.362,1.364
ID10026,10026,17,33.454,468.488,177.170,0,10,10,4,1,-10921639,229.721,214,111,448,14013,92.956,6.400,0.352,1.287
ID11216,11216,17,35.704,464.013,176.095,0,11,11,4,1,-10921639,232.902,205,120,417,14207,91.725,6.400,0.366,1.360
ID12358,12358,17,34.119,463.459,175.668,0,12,12,4,1,-10921639,230.721,202,104,445,14074,93.900,6.400,0.359,1.297
ID12596,12596,17,34.268,464.219,177.365,0,13,13,4,1,-10921639,229.049,201,110,409,13972,88.595,6.400,0.358,1.363
ID12948,12948,17,34.356,464.846,178.792,0,14,14,4,1,-10921639,228.115,197,116,402,13915,85.812,6.400,0.357,1.399
ID11201,11201,18,3.708,301.345,176.658,0,0,0,4,1,-10921639,113.541,108,98,154,6926,14.524,2.636,0.054,0.796
ID8832,8832,18,3.548,301.637,177.282,0,1,1,4,1,-10921639,113.607,108,99,162,6930,13.911,2.598,0.055,0.853
ID9387,9387,18,3.227,302.031,177.176,0,2,2,4,1,-10921639,112.098,107,95,160,6838,13.947,2.631,0.046,0.707
ID10881,10881,18,3.549,302.495,177.239,0,3,3,4,1,-10921639,112.557,109,96,160,6866,13.135,4.703,0.052,0.851
ID10304,10304,18,3.080,302.544,177.521,0,4,4,4,1,-10921639,111.885,107,98,153,6825,13.205,2.917,0.047,0.754
ID8894,8894,18,3.214,302.375,177.330,0,5,5,4,1,-10921639,112.098,107,97,156,6838,13.990,2.630,0.048,0.729
ID12073,12073,18,2.897,305.757,178.232,0,6,6,4,1,-10921639,110.131,104,97,167,6718,13.573,2.661,0.039,0.607
ID9737,9737,18,2.923,304.311,176.688,0,7,7,4,1,-10921639,112.361,108,100,147,6854,12.511,2.613,0.042,0.731
ID11795,11795,18,5.948,308.018,181.927,0,8,8,4,1,-10921639,128.557,127,100,171,7842,18.743,6.400,0.094,1.178
ID10606,10606,18,6.590,307.070,181.999,0,9,9,4,1,-10921639,131.869,131,103,175,8044,20.754,6.400,0.104,1.200
ID10030,10030,18,6.559,305.693,181.508,0,10,10,4,1,-10921639,132.541,130,100,187,8085,20.962,6.400,0.107,1.221
ID11226,11226,18,7.536,305.861,183.005,0,11,11,4,1,-10921639,131.984,126,99,181,8051,23.399,6.400,0.107,1.092
ID12364,12364,18,5.656,304.950,184.733,0,12,12,4,1,-10921639,124.836,119,101,180,7615,19.262,6.400,0.086,1.029
ID12606,12606,18,5.899,305.654,184.877,0,13,13,4,1,-10921639,126.902,125,99,180,7741,17.196,6.400,0.094,1.267
ID12950,12950,18,6.682,304.352,185.926,0,14,14,4,1,-10921639,129.344,126,103,168,7890,16.645,6.400,0.106,1.488
ID11209,11209,19,1.417,359.189,186.243,0,0,0,4,1,-10921639,106.279,105,96,124,6483,6.489,4.737,0.021,0.666
ID8839,8839,19,1.368,359.523,185.779,0,1,1,4,1,-10921639,105.656,103,97,128,6445,7.197,2.505,0.017,0.493
ID9398,9398,19,1.632,359.312,184.025,0,2,2,4,1,-10921639,106.803,105,97,126,6515,6.660,4.589,0.025,0.772
ID10885,10885,19,1.575,359.858,182.664,0,3,3,4,1,-10921639,106.918,104,98,132,6522,7.005,2.597,0.023,0.692
ID10308,10308,19,1.951,360.118,183.353,0,4,4,4,1,-10921639,107.344,105,97,130,6548,7.494,2.570,0.026,0.735
ID8902,8902,19,1.966,358.957,184.128,0,5,5,4,1,-10921639,106.918,104,94,137,6522,8.273,2.591,0.027,0.684
ID12078,12078,19,1.830,358.978,184.176,0,6,6,4,1,-10921639,106.787,105,96,132,6514,8.106,2.650,0.022,0.568
ID9742,9742,19,1.740,359.974,182.828,0,7,7,4,1,-10921639,107.295,106,96,127,6545,7.320,2.549,0.027,0.760
ID11796,11796,19,1.253,360.233,181.941,0,8,8,4,1,-10921639,105.574,105,96,125,6440,5.940,6.400,0.019,0.668
ID10607,10607,19,1.659,360.750,181.716,0,9,9,4,1,-10921639,107.967,106,97,139,6586,7.543,6.400,0.028,0.768
ID10029,10029,19,1.528,361.278,181.002,0,10,10,4,1,-10921639,106.803,105,97,129,6515,6.382,4.679,0.021,0.685
ID11224,11224,19,14.296,368.497,181.413,0,11,11,4,1,-10921639,151.951,138,99,255,9269,45.526,6.400,0.182,1.028
ID12363,12363,19,13.831,364.856,182.597,0,12,12,4,1,-10921639,152.934,140,104,255,9329,41.384,6.400,0.187,1.164
ID12598,12598,19,15.025,363.183,178.129,0,13,13,4,1,-10921639,154.869,138,102,263,9447,44.635,6.400,0.199,1.151
ID12947,12947,19,13.569,360.652,174.399,0,14,14,4,1,-10921639,151.344,139,100,246,9232,42.856,6.400,0.181,1.080
ID11212,11212,20,1.409,395.228,187.263,0,0,0,4,1,-10921639,109.557,108,98,129,6683,8.199,2.655,0.015,0.395
ID8849,8849,20,2.031,389.903,192.545,0,1,1,4,1,-10921639,113.869,110,97,149,6946,12.865,4.667,0.035,0.594
ID9412,9412,20,2.747,389.847,192.028,0,2,2,4,1,-10921639,115.656,114,96,147,7055,12.522,6.400,0.049,0.865
ID10898,10898,20,1.040,396.783,194.371,0,3,3,4,1,-10921639,108.311,105,94,139,6607,9.600,2.601,-0.003,-0.057
ID10322,10322,20,1.219,402.892,198.383,0,4,4,4,1,-10921639,107.508,106,95,128,6558,7.395,2.504,0.016,0.445
ID8913,8913,20,1.579,395.737,189.120,0,5,5,4,1,-10921639,107.672,105,95,144,6568,9.168,2.594,0.018,0.408
ID12082,12082,20,1.706,396.032,187.826,0,6,6,4,1,-10921639,108.262,105,96,139,6604,9.546,14.397,0.022,0.497
ID9745,9745,20,2.110,391.461,185.775,0,7,7,4,1,-10921639,110.705,107,96,140,6753,11.040,2.569,0.031,0.601
ID11797,11797,20,1.958,391.485,182.755,0,8,8,4,1,-10921639,109.590,105,95,152,6685,11.523,2.555,0.026,0.479
ID10608,10608,20,1.623,392.562,183.427,0,9,9,4,1,-10921639,108.344,105,98,145,6609,10.122,2.602,0.015,0.317
ID10031,10031,20,2.101,393.382,183.525,0,10,10,4,1,-10921639,109.951,107,97,150,6707,11.987,2.636,0.033,0.587
ID11222,11222,20,1.986,394.360,180.486,0,11,11,4,1,-10921639,109.197,105,95,150,6661,11.120,4.603,0.031,0.597
ID12361,12361,20,1.942,394.460,179.575,0,12,12,4,1,-10921639,110.230,107,94,146,6724,11.652,2.766,0.032,0.593
ID11199,11199,21,1.122,398.903,173.945,0,0,0,4,1,-10921639,105.656,105,93,129,6445,6.382,2.525,0.017,0.549
ID8834,8834,21,2.382,392.484,178.284,0,1,1,4,1,-10921639,110.082,108,96,139,6715,10.278,2.684,0.032,0.674
ID9393,9393,21,2.102,395.873,183.301,0,2,2,4,1,-10921639,110.197,106,96,141,6722,11.773,2.709,0.024,0.438
ID10894,10894,21,1.553,391.418,189.546,0,3,3,4,1,-10921639,111.000,110,99,137,6771,8.173,15.200,0.025,0.655
ID10313,10313,21,13.481,404.304,188.059,0,4,4,4,1,-10921639,147.230,125,100,304,8981,50.445,4.637,0.165,0.827
ID8904,8904,21,14.535,406.696,183.895,0,5,5,4,1,-10921639,147.311,122,100,301,8986,54.082,2.614,0.179,0.827
ID12079,12079,21,13.935,406.852,183.732,0,6,6,4,1,-10921639,148.131,127,100,318,9036,54.551,2.593,0.180,0.830
ID9743,9743,21,14.069,407.219,183.886,0,7,7,4,1,-10921639,147.459,118,101,297,8995,52.498,2.630,0.178,0.851
ID11798,11798,21,13.496,407.012,183.415,0,8,8,4,1,-10921639,146.672,131,99,285,8947,50.930,2.591,0.172,0.846
ID10609,10609,21,15.518,402.821,185.404,0,9,9,4,1,-10921639,153.410,124,101,328,9358,59.497,2.703,0.195,0.841
ID10032,10032,21,12.980,403.660,185.693,0,10,10,4,1,-10921639,142.197,123,98,279,8674,43.363,4.657,0.155,0.882
ID11228,11228,21,13.934,403.452,185.931,0,11,11,4,1,-10921639,147.770,129,99,298,9014,50.897,2.667,0.173,0.856
ID12365,12365,21,15.505,402.222,186.334,0,12,12,4,1,-10921639,153.082,127,101,303,9338,55.038,2.692,0.193,0.899
ID12611,12611,21,13.240,401.497,188.440,0,13,13,4,1,-10921639,150.475,129,97,283,9179,49.787,2.668,0.166,0.859
ID12956,12956,21,12.801,401.823,193.867,0,14,14,4,1,-10921639,149.918,133,102,307,9145,48.115,2.554,0.173,0.921
ID11197,11197,22,1.212,325.424,172.927,0,0,0,4,1,-10921639,105.557,104,96,137,6439,6.951,2.585,0.015,0.447
ID8831,8831,22,1.416,325.561,174.045,0,1,1,4,1,-10921639,106.590,106,97,124,6502,5.892,6.400,0.022,0.768
ID9386,9386,22,1.428,325.950,173.884,0,2,2,4,1,-10921639,106.607,106,96,120,6503,6.084,4.705,0.022,0.767
ID10879,10879,22,1.147,337.056,168.444,0,3,3,4,1,-10921639,105.033,104,98,119,6407,4.993,11.925,0.015,0.621
ID10302,10302,22,1.108,326.598,172.573,0,4,4,4,1,-10921639,104.918,104,96,129,6400,6.097,2.526,0.015,0.520
ID8908,8908,22,1.853,320.019,186.273,0,5,5,4,1,-10921639,107.066,105,95,141,6531,8.224,2.599,0.029,0.724
ID12080,12080,22,1.429,320.408,185.882,0,6,6,4,1,-10921639,106.377,104,92,139,6489,8.444,2.589,0.022,0.553
ID9746,9746,22,1.823,321.142,186.937,0,7,7,4,1,-10921639,106.541,104,92,136,6499,9.115,2.613,0.022,0.512
ID11800,11800,22,1.844,321.892,187.767,0,8,8,4,1,-10921639,107.098,105,96,133,6533,8.016,2.579,0.023,0.593
ID10611,10611,22,1.619,321.414,188.757,0,9,9,4,1,-10921639,106.590,104,96,138,6502,7.372,2.592,0.024,0.680
ID10033,10033,22,1.541,321.439,187.637,0,10,10,4,1,-10921639,106.213,104,98,129,6479,7.337,2.589,0.022,0.631
ID11232,11232,22,2.115,321.932,187.836,0,11,11,4,1,-10921639,107.213,104,95,138,6540,8.928,2.605,0.030,0.700
ID12368,12368,22,1.597,322.242,188.605,0,12,12,4,1,-10921639,105.885,104,94,133,6459,7.396,4.727,0.023,0.631
ID12613,12613,22,1.815,322.379,189.310,0,13,13,4,1,-10921639,106.672,105,95,129,6507,7.551,4.721,0.026,0.719
ID12952,12952,22,1.583,322.948,189.129,0,14,14,4,1,-10921639,105.705,104,96,132,6448,7.526,2.569,0.021,0.570
ID11229,11229,23,1.021,190.375,205.381,0,0,0,4,1,-10921639,104.623,104,96,117,6382,4.765,4.750,0.013,0.568
ID8857,8857,23,1.522,192.798,203.334,0,1,1,4,1,-10921639,106.344,105,90,132,6487,7.470,2.557,0.022,0.614
ID9420,9420,23,1.207,172.797,200.132,0,2,2,4,1,-10921639,105.098,104,93,124,6411,6.655,2.584,0.014,0.451
ID10896,10896,23,1.160,185.847,192.887,0,3,3,4,1,-10921639,105.361,104,95,126,6427,6.253,15.200,0.016,0.517
ID10309,10309,23,1.315,195.108,185.090,0,4,4,4,1,-10921639,106.000,104,96,131,6466,6.590,2.642,0.019,0.601
ID8910,8910,23,5.228,218.126,188.586,0,5,5,4,1,-10921639,118.508,108,95,200,7229,23.027,2.611,0.073,0.702
ID12081,12081,23,4.396,219.961,188.376,0,6,6,4,1,-10921639,117.967,108,99,189,7196,20.797,2.548,0.065,0.688
ID9747,9747,23,5.065,219.577,187.936,0,7,7,4,1,-10921639,119.082,110,99,192,7264,21.654,2.698,0.074,0.758
ID11801,11801,23,5.388,209.289,192.449,0,8,8,4,1,-10921639,119.148,111,99,197,7268,23.423,2.676,0.076,0.717
ID10614,10614,23,5.291,208.125,193.697,0,9,9,4,1,-10921639,119.721,110,98,196,7303,21.124,2.710,0.077,0.808
ID10040,10040,23,3.497,210.964,198.955,0,10,10,4,1,-10921639,112.213,108,95,152,6845,13.033,2.605,0.048,0.791
ID11244,11244,23,3.404,212.230,199.391,0,11,11,4,1,-10921639,111.951,108,96,160,6829,12.896,2.844,0.050,0.819
ID12373,12373,23,3.241,212.106,198.721,0,12,12,4,1,-10921639,112.459,108,97,160,6860,13.598,2.730,0.048,0.757
ID12627,12627,23,2.704,212.569,198.836,0,13,13,4,1,-10921639,110.574,107,95,144,6745,11.139,2.666,0.041,0.780
ID12957,12957,23,3.217,212.422,196.790,0,14,14,4,1,-10921639,112.279,107,95,160,6849,13.637,2.633,0.049,0.770
ID11227,11227,24,3.896,254.638,196.295,0,0,0,4,1,-10921639,116.393,111,96,162,7100,15.737,2.624,0.057,0.800
ID8851,8851,24,5.440,254.049,195.338,0,1,1,4,1,-10921639,120.475,114,95,169,7349,18.231,6.400,0.082,1.005
ID9414,9414,24,5.776,253.365,193.989,0,2,2,4,1,-10921639,120.721,112,98,176,7364,20.909,4.664,0.083,0.883
ID10897,10897,24,5.587,252.824,193.035,0,3,3,4,1,-10921639,121.131,114,97,172,7389,19.378,2.717,0.083,0.959
ID10316,10316,24,5.030,252.835,193.167,0,4,4,4,1,-10921639,120.164,114,96,171,7330,18.446,2.593,0.079,0.959
ID8922,8922,24,7.604,250.766,193.309,0,5,5,4,1,-10921639,128.918,121,98,201,7864,27.717,2.600,0.106,0.888
ID12085,12085,24,13.793,252.721,193.862,0,6,6,4,1,-10921639,163.541,153,106,293,9976,46.210,6.400,0.180,1.082
ID9749,9749,24,15.270,251.372,192.871,0,7,7,4,1,-10921639,168.902,156,105,281,10303,45.793,6.400,0.200,1.228
ID11802,11802,24,14.594,250.054,192.055,0,8,8,4,1,-10921639,167.180,159,106,302,10198,47.035,6.400,0.198,1.177
ID10612,10612,24,14.137,249.972,191.524,0,9,9,4,1,-10921639,162.820,155,105,275,9932,39.768,6.400,0.177,1.232
ID10036,10036,24,13.138,250.257,192.133,0,10,10,4,1,-10921639,158.934,150,103,273,9695,39.776,13.634,0.155,1.072
ID11238,11238,24,12.976,249.991,192.768,0,11,11,4,1,-10921639,156.492,143,102,283,9546,44.038,2.655,0.152,0.935
ID12370,12370,24,13.631,249.996,192.372,0,12,12,4,1,-10921639,160.721,150,102,308,9804,48.204,13.627,0.167,0.955
ID12621,12621,24,15.767,249.276,191.738,0,13,13,4,1,-10921639,163.787,153,101,259,9991,45.275,6.400,0.191,1.161
ID12955,12955,24,13.956,249.478,192.088,0,14,14,4,1,-10921639,159.311,153,104,290,9718,45.012,2.642,0.166,1.009
ID11221,11221,25,41.324,380.351,191.232,0,0,0,4,1,-10921639,271.000,242,119,598,16531,117.492,6.400,0.394,1.304
ID8847,8847,25,24.902,378.846,193.260,0,1,1,4,1,-10921639,209.197,207,104,404,12761,81.479,6.400,0.253,1.037
ID9415,9415,25,20.491,377.484,195.842,0,2,2,4,1,-10921639,179.508,150,105,390,10950,74.005,4.648,0.226,0.894
ID10895,10895,25,30.586,378.307,192.153,0,3,3,4,1,-10921639,219.574,200,103,502,13394,99.139,4.638,0.283,0.977
ID10315,10315,25,32.720,378.755,191.809,0,4,4,4,1,-10921639,224.754,191,106,451,13710,101.260,4.628,0.296,1.014
ID8917,8917,25,30.164,379.934,190.621,0,5,5,4,1,-10921639,213.295,177,103,509,13011,104.862,2.632,0.279,0.887
ID12083,12083,25,33.979,380.314,189.983,0,6,6,4,1,-10921639,226.164,187,107,586,13796,123.367,2.659,0.299,0.843
ID9748,9748,25,31.904,378.911,191.595,0,7,7,4,1,-10921639,210.754,164,98,509,12856,110.181,4.631,0.311,0.907
ID11803,11803,25,31.642,375.911,192.538,0,8,8,4,1,-10921639,213.820,184,106,516,13043,103.396,6.400,0.333,1.033
ID10610,10610,25,32.636,373.931,187.246,0,9,9,4,1,-10921639,221.164,171,108,556,13491,112.857,4.656,0.314,0.937
ID10035,10035,25,34.567,375.998,190.727,0,10,10,4,1,-10921639,220.033,175,112,458,13422,109.012,4.613,0.330,1.001
ID11240,11240,25,23.467,378.973,194.230,0,11,11,4,1,-10921639,183.885,153,104,407,11217,78.193,4.625,0.255,0.956
ID12371,12371,25,23.399,379.516,195.477,0,12,12,4,1,-10921639,185.820,157,108,387,11335,77.168,4.658,0.258,0.987
ID12626,12626,25,25.140,378.446,197.657,0,13,13,4,1,-10921639,187.902,162,107,392,11462,80.299,4.628,0.270,0.996
ID12958,12958,25,22.875,378.621,200.140,0,14,14,4,1,-10921639,176.902,147,103,362,10791,73.838,2.672,0.255,0.973
ID11219,11219,26,11.819,339.506,189.554,0,0,0,4,1,-10921639,142.525,127,98,242,8694,39.205,4.693,0.160,1.005
ID8845,8845,26,16.575,342.188,189.845,0,1,1,4,1,-10921639,155.672,132,100,311,9496,58.450,2.673,0.203,0.900
ID9408,9408,26,17.286,342.261,189.307,0,2,2,4,1,-10921639,158.443,135,99,309,9665,58.572,4.672,0.212,0.947
ID10892,10892,26,16.442,342.188,188.947,0,3,3,4,1,-10921639,157.984,138,103,319,9637,54.800,4.645,0.208,0.995
ID10310,10310,26,16.432,339.203,185.090,0,4,4,4,1,-10921639,156.148,134,103,295,9525,53.861,4.621,0.206,0.989
ID8900,8900,26,14.129,337.629,184.283,0,5,5,4,1,-10921639,149.770,129,101,304,9136,51.156,2.653,0.185,0.915
ID12076,12076,26,14.723,336.957,182.576,0,6,6,4,1,-10921639,152.721,132,102,294,9316,53.122,4.639,0.195,0.939
ID9741,9741,26,15.783,337.222,182.664,0,7,7,4,1,-10921639,154.754,132,100,308,9440,54.484,2.713,0.202,0.953
ID11804,11804,26,16.526,345.872,193.893,0,8,8,4,1,-10921639,156.426,133,95,307,9542,54.015,6.400,0.209,1.000
ID10613,10613,26,15.307,343.742,191.684,0,9,9,4,1,-10921639,151.607,133,99,304,9248,52.311,4.615,0.193,0.938
ID10034,10034,26,15.400,343.722,191.325,0,10,10,4,1,-10921639,153.639,132,102,305,9372,52.356,6.400,0.198,0.971
ID11236,11236,26,15.592,344.056,190.948,0,11,11,4,1,-10921639,154.016,128,99,304,9395,54.751,2.639,0.202,0.945
ID12369,12369,26,16.162,343.427,190.221,0,12,12,4,1,-10921639,156.393,137,101,329,9540,58.773,2.682,0.206,0.907
ID12618,12618,26,14.496,344.370,190.919,0,13,13,4,1,-10921639,152.197,133,101,314,9284,51.277,4.630,0.194,0.966
ID12953,12953,26,13.473,343.455,189.889,0,14,14,4,1,-10921639,148.344,130,100,267,9049,45.685,4.628,0.181,0.994
ID11215,11215,27,1.545,291.502,189.104,0,0,0,4,1,-10921639,107.131,105,96,130,6535,7.997,2.534,0.020,0.537
ID8841,8841,27,1.403,291.189,189.490,0,1,1,4,1,-10921639,106.328,104,96,128,6486,7.309,2.697,0.015,0.423
ID9406,9406,27,1.343,291.812,188.257,0,2,2,4,1,-10921639,105.770,104,93,133,6452,7.555,2.618,0.017,0.469
ID10891,10891,27,1.554,291.283,187.992,0,3,3,4,1,-10921639,106.934,105,98,129,6523,7.282,2.712,0.026,0.731
ID10317,10317,27,1.468,293.150,193.355,0,4,4,4,1,-10921639,105.475,104,94,136,6434,7.635,2.548,0.019,0.527
ID8919,8919,27,1.389,291.972,192.092,0,5,5,4,1,-10921639,105.410,103,96,126,6430,6.558,2.575,0.016,0.519
ID12086,12086,27,1.414,294.671,194.769,0,6,6,4,1,-10921639,106.525,104,93,138,6498,8.288,2.529,0.022,0.563
ID9750,9750,27,1.250,298.382,195.750,0,7,7,4,1,-10921639,104.902,104,94,127,6399,6.574,2.523,0.018,0.563
ID11805,11805,27,1.203,296.781,195.190,0,8,8,4,1,-10921639,105.279,103,93,127,6422,7.914,2.610,0.007,0.187
ID10615,10615,27,1.382,299.771,196.990,0,9,9,4,1,-10921639,105.164,103,94,134,6415,8.029,2.556,0.017,0.449
ID10039,10039,27,1.352,299.466,198.494,0,10,10,4,1,-10921639,105.197,103,95,132,6417,7.334,2.716,0.018,0.507
ID11242,11242,27,1.424,298.964,198.043,0,11,11,4,1,-10921639,105.623,104,96,127,6443,7.410,2.698,0.019,0.525
ID12372,12372,27,1.237,299.113,195.574,0,12,12,4,1,-10921639,104.836,104,96,123,6395,6.317,2.623,0.018,0.592
ID12623,12623,27,1.118,297.952,196.305,0,13,13,4,1,-10921639,104.705,103,98,119,6387,5.380,2.666,0.017,0.641
ID11225,11225,28,1.936,390.843,194.484,0,0,0,4,1,-10921639,115.066,111,98,155,7019,13.897,4.555,0.028,0.457
ID8855,8855,28,1.877,396.685,200.245,0,1,1,4,1,-10921639,107.967,106,97,134,6586,8.062,2.664,0.028,0.731
ID9421,9421,28,1.907,405.655,203.302,0,2,2,4,1,-10921639,107.754,104,97,143,6573,9.624,2.708,0.025,0.547
ID10902,10902,28,2.196,409.228,204.308,0,3,3,4,1,-10921639,111.180,107,97,142,6782,11.708,6.400,0.039,0.718
ID10318,10318,28,1.149,413.327,192.798,0,4,4,4,1,-10921639,107.590,107,99,128,6563,6.581,2.788,0.016,0.520
ID8928,8928,28,2.084,410.260,197.810,0,5,5,4,1,-10921639,107.689,105,94,138,6569,9.565,2.664,0.027,0.584
ID12087,12087,28,2.085,410.386,198.580,0,6,6,4,1,-10921639,107.705,104,96,137,6570,9.142,2.683,0.030,0.681
ID9751,9751,28,2.054,409.742,199.370,0,7,7,4,1,-10921639,107.639,105,93,141,6566,9.101,2.582,0.029,0.664
ID11806,11806,28,1.834,407.732,198.439,0,8,8,4,1,-10921639,107.492,105,97,132,6557,8.028,4.550,0.027,0.707
ID10616,10616,28,1.683,405.943,196.773,0,9,9,4,1,-10921639,106.738,105,96,134,6511,8.346,2.552,0.023,0.563
ID10038,10038,28,1.206,405.623,195.730,0,10,10,4,1,-10921639,107.557,106,97,135,6561,7.641,2.992,0.018,0.493
ID11250,11250,28,1.602,396.255,205.990,0,11,11,4,1,-10921639,106.705,105,97,133,6509,7.710,13.518,0.025,0.677
ID12375,12375,28,2.230,396.373,204.143,0,12,12,4,1,-10921639,109.705,108,97,134,6692,9.346,4.708,0.035,0.795
ID12625,12625,28,1.844,398.861,197.023,0,13,13,4,1,-10921639,112.344,109,94,147,6853,12.556,4.682,0.014,0.250
ID12962,12962,28,1.471,410.534,208.234,0,14,14,4,1,-10921639,106.361,104,98,146,6488,7.574,2.651,0.024,0.666
ID11223,11223,29,5.579,218.640,193.414,0,0,0,4,1,-10921639,121.410,113,99,202,7406,23.624,2.929,0.083,0.783
ID8853,8853,29,6.253,218.878,196.809,0,1,1,4,1,-10921639,121.918,111,97,207,7437,24.842,2.748,0.084,0.761
ID9417,9417,29,5.941,217.281,197.670,0,2,2,4,1,-10921639,120.984,110,97,207,7380,25.465,2.654,0.084,0.736
ID10899,10899,29,5.529,216.583,197.290,0,3,3,4,1,-10921639,119.918,111,97,202,7315,24.326,2.749,0.080,0.734
ID10321,10321,29,5.586,216.804,197.158,0,4,4,4,1,-10921639,119.639,109,97,197,7298,24.199,2.586,0.077,0.710
ID8933,8933,29,1.744,224.834,201.802,0,5,5,4,1,-10921639,107.475,107,96,123,6556,6.528,6.400,0.025,0.792
ID12090,12090,29,1.420,225.031,203.075,0,6,6,4,1,-10921639,106.951,106,99,124,6524,5.365,6.400,0.021,0.807
ID9752,9752,29,1.589,224.922,200.537,0,7,7,4,1,-10921639,107.311,106,97,126,6546,6.459,15.200,0.023,0.744
ID11807,11807,29,1.413,224.581,199.575,0,8,8,4,1,-10921639,106.754,106,95,124,6512,6.737,12.549,0.020,0.612
ID10618,10618,29,1.739,226.942,200.227,0,9,9,4,1,-10921639,108.967,108,98,129,6647,6.044,4.657,0.030,1.058
ID10042,10042,29,1.797,227.111,201.600,0,10,10,4,1,-10921639,108.246,107,99,123,6603,5.729,15.200,0.028,1.014
ID11248,11248,29,1.461,226.882,204.093,0,11,11,4,1,-10921639,107.066,106,98,120,6531,5.099,4.562,0.026,1.054
ID12376,12376,29,1.804,226.605,205.886,0,12,12,4,1,-10921639,107.115,107,95,127,6534,6.706,2.712,0.026,0.824
ID12629,12629,29,1.365,226.394,204.818,0,13,13,4,1,-10921639,106.377,106,96,124,6489,6.269,4.659,0.018,0.614
ID12960,12960,29,1.153,226.665,204.178,0,14,14,4,1,-10921639,105.131,104,93,123,6413,6.070,15.200,0.013,0.453
